title,slug,active_installs,relevance
Contact Form 7 Dynamic Text Extension,contact-form-7-dynamic-text-extension,100000,0
Gutenberg Custom Fields,gutenberg-custom-fields,200,0
Booster for WooCommerce,woocommerce-jetpack,50000,0
List More Custom Field Names,list-more-custom-field-names,100,0
Advanced Forms,advanced-forms,2000,0
Display custom fields in the frontend &#8211; Post and User Profile Fields,shortcode-to-display-post-and-user-data,90,0
"WP User Frontend &#8211; Membership, Profile, Registration &amp; Post Submission Plugin for WordPress",wp-user-frontend,20000,0
Advanced Classifieds &amp; Directory Pro,advanced-classifieds-and-directory-pro,4000,0
User Submitted Posts,user-submitted-posts,30000,0
ACF Photo Gallery Field,navz-photo-gallery,10000,0
Calculated Fields Form,calculated-fields-form,40000,0
ACF Code Field,acf-code-field,9000,0
Custom WooCommerce Checkout Fields Editor,add-fields-to-checkout-page-woocommerce,3000,0
Buddypress XProfile Custom Field Types Reloaded,bp-xprofile-custom-fields,100,0
Content Views &#8211; Post Grid &amp; List for WordPress,content-views-query-and-display-post-page,100000,0
ACF: Better Search,acf-better-search,10000,0
Custom Field Data Icons,custom-field-data-icons,60,0
WPAdverts &#8211; Classifieds Plugin,wpadverts,9000,0
WCFM &#8211; WooCommerce Frontend Manager for WC Vendors Dokan with Bookings &amp; Listings,wc-frontend-manager,10000,0
Notification &#8211; Custom Notifications and Alerts for WordPress,notification,5000,0
Contact Form 7 &#8211; Conditional Fields,cf7-conditional-fields,100000,0
WordPress Importer,wordpress-importer,4000000,0
Custom Content Shortcode,custom-content-shortcode,10000,0
Advanced Woo Search,advanced-woo-search,30000,0
Contact Form by WPForms &#8211; Drag &amp; Drop Form Builder for WordPress,wpforms-lite,2000000,0
SEOPress,wp-seopress,60000,0
Custom Post Type UI,custom-post-type-ui,700000,0
Custom Simple Rss,custom-simple-rss,1000,0
ACF Content Analysis for Yoast SEO,acf-content-analysis-for-yoast-seo,100000,0
Ajax Search Lite,ajax-search-lite,40000,0
Import Export Post as CSV File,wp-ultimate-csv-importer,10000,0
Disable Gutenberg,disable-gutenberg,300000,0
Relevanssi &#8211; A Better Search,relevanssi,100000,0
"ProfileGrid &#8211; User Profiles, Groups and Communities",profilegrid-user-profiles-groups-and-communities,4000,0
"Contact Forms, Surveys &amp; Quiz Forms Plugin by Formidable Forms Builder for WordPress",formidable,200000,0
Directorist &#8211; Business Directory Plugin,directorist,2000,0
WP Google Maps,wp-google-maps,400000,0
WC Fields Factory,wc-fields-factory,20000,0
BuddyPress XProfile Custom Image Field,buddypress-xprofile-image-field,500,0
Permalink Manager Lite,permalink-manager,20000,0
Ad Inserter &#8211; Ad Manager &amp; AdSense Ads,ad-inserter,200000,0
Contempo Real Estate Custom Posts,contempo-real-estate-custom-posts,5000,0
"Subscribe2 &#8211; Form, Email Subscribers &amp; Newsletters",subscribe2,50000,0
Advanced Custom Fields Contact Form 7,acf-contact-form-7,1000,0
Media Library Assistant,media-library-assistant,50000,0
Redux Framework,redux-framework,800000,0
ACF User Role Field Setting,user-role-field-setting-for-acf,2000,0
Mobile APP Dashboard  Custom Fields Json API,mobile-app-dashboard-custom-fields-json-api,30,0
CIO Custom Fields Importer,custom-fields-csv-xml-importer,800,0
Profile Extra Fields by BestWebSoft,profile-extra-fields,1000,0
Ultimate FAQ,ultimate-faqs,30000,0
Advanced Custom Fields YITH WooCommerce Compare support,acf-yith-woocommerce-compare-support,40,0
Post Duplicator,post-duplicator,100000,0
WooCommerce,woocommerce,4000000,0
Tabs,tabs-responsive,20000,0
Live Search and Custom Fields LITE &#8211; Advanced Filter,live-search-custom-fields-lite,300,0
Related Posts Thumbnails Plugin for WordPress,related-posts-thumbnails,40000,0
Custom Login Page Customizer by Colorlib,colorlib-login-customizer,30000,0
Form Maker by 10Web &#8211; Mobile-Friendly Drag &amp; Drop Contact Form Builder,form-maker,100000,0
Import users from CSV with meta,import-users-from-csv-with-meta,30000,0
Conditional WooCommerce Checkout Field,conditional-woo-checkout-field,900,0
Contact Form by Supsystic,contact-form-by-supsystic,20000,0
CF7 Required custom field,cf7-required-custom-field,100,0
Advanced Custom Fields: Gravityforms Add-on,acf-gravityforms-add-on,10000,0
Simple Calendar &#8211; Advanced Custom Fields,simple-calendar-acf,300,0
Awesome Support &#8211; WordPress HelpDesk &amp; Support Plugin,awesome-support,10000,0
Product Options and Price Calculation Formulas for WooCommerce – Uni CPO,uni-woo-custom-product-options,2000,0
Advanced Custom Fields Viewer,advanced-custom-fields-viewer,600,0
WooCommerce PDF Invoices &amp; Packing Slips,woocommerce-pdf-invoices-packing-slips,100000,0
Caldera Custom Fields,caldera-form-metabox,4000,0
WP Post Popup,wp-post-modal,6000,0
WPSSO Schema JSON-LD Markup for Google Rich Results SEO and Pinterest Rich Pins,wpsso-schema-json-ld,3000,0
Advanced Custom Fields: Position Field,advanced-custom-fields-position-field,0,0
Custom Product Tabs for WooCommerce,yikes-inc-easy-custom-woocommerce-product-tabs,80000,0
Advanced Custom Fields: Image Size Select Field,acf-image-size-select,30,0
Lazy Blocks &#8211; Gutenberg Blocks Constructor,lazy-blocks,1000,0
ACF-VC Integrator,acf-vc-integrator,3000,0
Frontend Dashboard,frontend-dashboard,1000,0
Easy Appointments,easy-appointments,10000,0
Nav Menu Manager,noakes-menu-manager,1000,0
Ivory Search &#8211; WordPress Search Plugin,add-search-to-menu,20000,0
Where Did You Hear About Us Checkout Field for WooCommerce,wc-customer-source,800,0
CIO Custom Fields for Woo,custom-fields-for-woo-customers,100,0
"User Registration &#8211; Custom Registration Form, Login And User Profile For WordPress",user-registration,20000,0
Status and Order Tracking,order-tracking,6000,0
JSM&#039;s Show Post Meta,jsm-show-post-meta,800,0
Custom post types,custom-post-types,700,0
Product Customer List for WooCommerce,wc-product-customer-list,6000,0
Custom Login Page Customizer | LoginPress,loginpress,70000,0
Custom Feeds for Instagram,instagram-feed,800000,0
Order Export &amp; Order Import for WooCommerce,order-import-export-for-woocommerce,9000,0
Custom Sidebars &#8211; Dynamic Widget Area Manager,custom-sidebars,200000,0
UsersWP &#8211; User Profile &amp; Registration,userswp,5000,0
Salon booking system,salon-booking-system,5000,0
Broadcast,threewp-broadcast,1000,0
Post Grid,post-grid,60000,0
Advanced Custom Fields: Archive Templates,acf-archive,200,0
Frontend Gallery Slider For ACF,frontend-gallery-slider-for-advanced-custom-field,1000,0
Shortcode Factory,shortcode-factory,600,0
Accordion FAQ,responsive-accordion-and-collapse,20000,0
Advanced Custom Fields: Multiple Fields per row,advanced-custom-fields-row-field,3000,0
Advanced Custom Fields: Ninjaforms Add-on,acf-ninjaforms-add-on,1000,0
Custom Bulk/Quick Edit,custom-bulkquick-edit,3000,0
WP Customer Reviews,wp-customer-reviews,60000,0
Connections Business Directory,connections,10000,0
Counter Number,counter-number-showcase,10000,0
Custom Field Manager,custom-field-manager,70,0
Germanized for WooCommerce,woocommerce-germanized,40000,0
ACF qTranslate,acf-qtranslate,30000,0
Gallery Custom Links,gallery-custom-links,10000,0
Back In Stock Notifier for WooCommerce | WooCommerce Waitlist Pro,back-in-stock-notifier-for-woocommerce,2000,0
WP Bulk Delete,wp-bulk-delete,20000,0
Post Type Select Field for Advanced Custom Fields,post-type-select-for-advanced-custom-fields,2000,0
Extra Product Options (Product Addons) for WooCommerce,woo-extra-product-options,10000,0
Caldera Forms &#8211; More Than Contact Forms,caldera-forms,200000,0
Custom Search by BestWebSoft,custom-search-plugin,2000,0
WooCommerce Product Table by WooBeWoo,woo-product-tables,700,0
WP Telegram (Auto Post and Notifications),wptelegram,9000,0
Very Simple Event List,very-simple-event-list,10000,0
Team Builder,team-builder,7000,0
Simple URLs,simple-urls,8000,0
Insert Pages,insert-pages,30000,0
JS Support Ticket,js-support-ticket,3000,0
Restaurant Reservations,restaurant-reservations,20000,0
Widget Options,widget-options,90000,0
Psychological tests &amp; quizzes,wp-testing,3000,0
FG Drupal to WordPress,fg-drupal-to-wp,1000,0
Bulk Delete,bulk-delete,50000,0
SupportCandy,supportcandy,2000,0
ACF Medium Editor Field,acf-medium-editor-field,900,0
WP Last Modified Info,wp-last-modified-info,7000,0
ACF Flexible Layouts Manager,acf-flexible-layouts-manager,600,0
Ultimate Member &#8211; User Profile &amp; Membership Plugin,ultimate-member,100000,0
Classified Listing,classified-listing,600,0
Export any WordPress data to XML/CSV,wp-all-export,60000,0
Advanced Custom Fields: Image Crop Add-on,acf-image-crop-add-on,20000,0
Advanced Dynamic Pricing for WooCommerce,advanced-dynamic-pricing-for-woocommerce,3000,0
GeoDirectory &#8211; Business Directory Plugin,geodirectory,10000,0
Sydney Toolbox,sydney-toolbox,100000,0
Search &amp; Filter,search-filter,30000,0
JSM&#039;s Show User Meta,jsm-show-user-meta,500,0
MetaSlider,ml-slider,900000,0
User Registration &amp; User Profile &#8211; Profile Builder,profile-builder,50000,0
Advanced Custom Fields: Link,acf-link,600,0
Essential Real Estate,essential-real-estate,4000,0
Simple History,simple-history,100000,0
ACF Post-2-Post,post-2-post-for-acf,1000,0
PDF &amp; Print by BestWebSoft,pdf-print,10000,0
MB Custom Post Type,mb-custom-post-type,3000,0
WooCommerce Product Custom Options Lite,woocommerce-custom-options-lite,2000,0
Code Embed,simple-embed-code,20000,0
WordPress Comments Fields,wp-comment-fields,1000,0
WordPress File Upload,wp-file-upload,20000,0
"WordPress Email, Newsletter and Marketing Automation Campaigns Plugin &#8211; AcyMailing",acymailing,1000,0
Estatik Real Estate Plugin,estatik,3000,0
Advanced Custom Fields Sidebar,acf-sidebar,40,0
WCFM Marketplace &#8211; WooCommerce Multivendor Marketplace,wc-multivendor-marketplace,10000,0
List category posts,list-category-posts,100000,0
ACF for WooCommerce Product,acf-for-woocommerce-product,800,0
Product Import Export for WooCommerce,product-import-export-for-woo,40000,0
SNS Count Cache,sns-count-cache,20000,0
Advanced Custom Fields options import/export,acf-options-importexport,100,0
Portfolio,tlp-portfolio,4000,0
Broken Link Checker,broken-link-checker,700000,0
Flexible Woocommerce Checkout Field Editor,flexible-woocommerce-checkout-field-editor,4000,0
WP Store Locator,wp-store-locator,60000,0
Team,tlp-team,7000,0
WP Latest Posts,wp-latest-posts,10000,0
ACF Tooltip,acf-tooltip,700,0
User Meta &#8211; User Profile Builder and User management plugin,user-meta,3000,0
SendinBlue Subscribe Form And WP SMTP,mailin,40000,0
WP Security Audit Log,wp-security-audit-log,90000,0
CC Child Pages,cc-child-pages,10000,0
WP REST Filter,wp-rest-filter,2000,0
YourChannel: Everything you want in a YouTube plugin.,yourchannel,10000,0
Hyyan WooCommerce Polylang Integration,woo-poly-integration,10000,0
Airpress,airpress,600,0
WordPress Email Marketing Plugin &#8211; WP Email Capture,wp-email-capture,7000,0
Weight Tracker,weight-loss-tracker,900,0
Pods SEO,pods-seo,1000,0
Visual Form Builder,visual-form-builder,90000,0
Similar Posts &#8211; Best Related Posts Plugin for WordPress,similar-posts,30000,0
YOP Poll,yop-poll,20000,0
Posts in Sidebar,posts-in-sidebar,10000,0
Request Form for Zendesk,zendesk-request-form,2000,0
Advanced Custom Fields: Price Field,acf-price,700,0
Smart WooCommerce Search,smart-woocommerce-search,6000,0
Revisionize,revisionize,4000,0
Service Box Showcase,service-box,8000,0
Material Design for Contact Form 7,material-design-for-contact-form-7,10000,0
WP-Members Membership Plugin,wp-members,80000,0
Velvet Blues Update URLs,velvet-blues-update-urls,300000,0
Display Post Metadata,display-post-metadata,600,0
CyberSEO Lite (CyberSyn),cybersyn,10000,0
WordPress Project Management by UpStream,upstream,1000,0
WPGlobus &#8211; Multilingual Everything!,wpglobus,20000,0
ACF Options Page Admin,options-page-admin-for-acf,2000,0
Gravity Forms + Custom Post Types,gravity-forms-custom-post-types,20000,0
Convert custom fields to custom taxonomies,custom-fields-to-taxonomies,0,0
ACF Columns,acf-columns,3000,0
Add-on Gravity Forms &#8211; MailPoet 3,add-on-gravity-forms-mailpoet,1000,0
Product Input Fields for WooCommerce,product-input-fields-for-woocommerce,3000,0
Custom User Contact Form Builder,custom-user-contact-form-builder,200,0
My Custom Functions,my-custom-functions,40000,0
Essential Addons for Elementor,essential-addons-for-elementor-lite,200000,0
Professional WordPress Plugin Development &#8211; WP App Studio,wp-app-studio,300,0
SpeakOut! Email Petitions,speakout,3000,0
Add-on Contact Form 7 &#8211; MailPoet 3,add-on-contact-form-7-mailpoet,3000,0
File Renaming on Upload,file-renaming-on-upload,9000,0
Booking Calendar,booking,50000,0
Ultimate Fields,ultimate-fields,1000,0
BP Profile Search,bp-profile-search,10000,0
Advanced Custom Fields: Leaflet Map Field,acf-leaflet-map-field,200,0
WP-REST-API V2 Menus,wp-rest-api-v2-menus,2000,0
WooCommerce Product Feed Manager,best-woocommerce-feed,700,0
MB Custom Taxonomy,mb-custom-taxonomy,1000,0
Phone Orders for WooCommerce,phone-orders-for-woocommerce,800,0
Contact Form 7 MailChimp Extension,contact-form-7-mailchimp-extension,100000,0
Simple Google Content Experiments,simple-google-content-experiments,300,0
Advanced Custom Fields: Link Picker Field,acf-link-picker-field,2000,0
Simple Org Chart,simple-org-chart,1000,0
Event Calendar WD &#8211; Responsive Event Calendar plugin,event-calendar-wd,30000,0
NextScripts: Social Networks Auto-Poster,social-networks-auto-poster-facebook-twitter-g,100000,0
WooCommerce Checkout Manager,woocommerce-checkout-manager,60000,0
a3 Lazy Load,a3-lazy-load,100000,0
AWPCP &#8211; Classifieds Plugin,another-wordpress-classifieds-plugin,10000,0
WooCommerce Cart Stock Reducer,woocommerce-cart-stock-reducer,1000,0
Contact Form by WD &#8211; responsive drag &amp; drop contact form builder tool,contact-form-maker,40000,0
WooCommerce Custom Payment Gateway,woocommerce-other-payment-gateway,5000,0
Smart Forms &#8211; when you need more than just a contact form,smart-forms,10000,0
Team Members Showcase,dazzlersoft-teams,2000,0
Bulk Edit Posts and Products in Spreadsheet,wp-sheet-editor-bulk-spreadsheet-editor-for-posts-and-pages,1000,0
Contact &#8211; Registration &#8211; Post Form Builder &amp; FrontEnd Editor BuddyForms &#8211; Making WordPress Forms A Breeze,buddyforms,3000,0
eCommerce Product Catalog Plugin for WordPress,ecommerce-product-catalog,10000,0
Block Lab,block-lab,2000,0
Stripe Payments for WordPress &#8211; WP Simple Pay,stripe,10000,0
Image Gallery by Robo – Responsive Photo Gallery,robo-gallery,40000,0
ShiftController Employee Shift Scheduling,shiftcontroller,800,0
Easy Registration Forms,easy-registration-forms,6000,0
Timeline Express,timeline-express,20000,0
All custom fields &amp; groups,all-custom-fields-groups,0,0
SEO Writing Assistant SEMrush Custom Fields,seo-writing-assistant-semrush-custom-fields,20,0
Builder Template Categories &#8211; for WordPress Page Builders,builder-template-categories,1000,0
IdeaPush,ideapush,500,0
"Forminator Contact Form, Poll &amp; Quiz Builder",forminator,20000,0
ACF RGBA Color Picker,acf-rgba-color-picker,4000,0
Menu Item Custom Fields,menu-item-custom-fields,1000,0
Testimonial Builder,testimonial-builder,4000,0
"Open Graph for Facebook, Google+ and Twitter Card Tags",wonderm00ns-simple-facebook-open-graph-tags,90000,0
Booking Activities,booking-activities,1000,0
Contact Form 7 Salesforce,cf7-salesforce,700,0
Locatoraid Store Locator,locatoraid,2000,0
Food Menu,tlp-food-menu,1000,0
"WordPress User Registration, Front-end Login &amp; User Profile – ProfilePress",ppress,5000,0
WooCommerce Pay Per Post,woocommerce-pay-per-post,1000,0
ACF Real Media Library Field,acf-real-media-library-field,500,0
AnyWhere Elementor,anywhere-elementor,40000,0
Reorder by Term,reorder-by-term,900,0
Display Custom Fields &#8211; wpView,wpview,400,0
Gravity Forms SendinBlue Add-On,gravity-forms-sendinblue-add-on,1000,0
Fast Velocity Minify,fast-velocity-minify,80000,0
WordPress Landing Pages,landing-pages,10000,0
WP CSV Exporter,wp-csv-exporter,10000,0
ACF Admin Flexible Content Collapse,acf-admin-flexible-content-collapse,800,0
Cf7 Product And Custom Post type Dropdown,cf7-product-list-dropdown,100,0
Custom Checkout Fields for WooCommerce,custom-checkout-fields-for-woocommerce,20,0
Contact Form 7 HubSpot,cf7-hubspot,1000,0
Gravity Slider Fields,gravity-slider-fields,3000,0
acf-autosize,acf-autosize,200,0
Advanced Custom Fields Repeater &amp; Flexible Content Fields Collapser,advanced-custom-field-repeater-collapser,10000,0
File Gallery,file-gallery,7000,0
Ultimate Reviews,ultimate-reviews,3000,0
ACF Multi Dates Field,acf-multi-dates-picker,700,0
User Post Gallery &#8211; UPG,wp-upg,1000,0
Give &#8211; Donation Plugin and Fundraising Platform,give,60000,0
Posts By Tag,posts-by-tag,3000,0
Contact Form 7 Connector,ari-cf7-connector,3000,0
Page-list,page-list,50000,0
Category and Taxonomy Meta Fields,wp-custom-taxonomy-meta,2000,0
Advanced Custom Fields: Get nav menus,acf-get-nav-menus,400,0
Like Button Rating ♥ LikeBtn,likebtn-like-button,8000,0
ACF Permalinks,acf-permalinks,100,0
Custom Field Builder &#8211; WordPress custom fields plugin,custom-field-builder,0,0
Stream,stream,30000,0
Posts Table with Search &amp; Sort,posts-data-table,2000,0
Revision Manager TMC,revision-manager-tmc,200,0
GatherContent Plugin,gathercontent-import,1000,0
Zen Custom Fields,zen-custom-fields,0,0
Big Boom Directory,big-boom-directory,90,0
weForms &#8211; Easy Drag &amp; Drop Contact Form Builder For WordPress,weforms,10000,0
SearchIQ &#8211; The Search Solution,searchiq,1000,0
WD MailChimp Forms &#8211; drag &amp; drop MailChimp Form Builder plugin,wd-mailchimp,2000,0
Web Directory Free,web-directory-free,500,0
WP Ultimate Post Grid,wp-ultimate-post-grid,3000,0
Contact Form 7 &#8211; Post Fields,cf7-post-fields,2000,0
Convert Forms into Leads to your CRM,wp-leads-builder-any-crm,1000,0
Forms: 3rd-Party Integration,forms-3rdparty-integration,10000,0
Network Posts Extended,network-posts-extended,900,0
Contact Form 7 Zoho,cf7-zoho,700,0
WP Ultimate Recipe,wp-ultimate-recipe,10000,0
Webba Booking Lite,webba-booking-lite,1000,0
Advanced Custom Fields: Button Field,acf-button,300,0
ACF Repeater &amp; Flexible Content Collapser,acf-repeater-flexible-content-collapser,2000,0
"WP ERP &#8211; Complete WordPress Business Manager with HR, CRM &amp; Accounting Systems for Small Businesses",erp,10000,0
Simple Links,simple-links,10000,0
WPCargo Track &amp; Trace,wpcargo,5000,0
Auto Listings,auto-listings,1000,0
Date Time Picker Field,date-time-picker-field,4000,0
PixFields,pixfields,3000,0
Optimize Database after Deleting Revisions,rvg-optimize-database,100000,0
Linker,linker,2000,0
More-Lang,more-lang,300,0
Reuse Builder,reuse-builder,300,0
BuddyForms ACF,buddyforms-acf,200,0
List Last Changes,list-last-changes,200,0
Contact Form 7 Redirection,wpcf7-redirect,100000,0
Glossary,glossary-by-codeat,1000,0
Minimal Coming Soon &amp; Maintenance Mode – Coming Soon Builder,minimal-coming-soon-maintenance-mode,70000,0
Price Field,price-field,400,0
"Popups, Optin Forms &amp; Email Newsletters for MailChimp, Aweber etc. &#8211; MailOptin",mailoptin,10000,0
WP Google Map Plugin,wp-google-map-plugin,100000,0
WPC Smart Compare for WooCommerce,woo-smart-compare,4000,0
ImportWP &#8211; Import any XML or CSV File into WordPress,jc-importer,1000,0
WOOF &#8211; Products Filter for WooCommerce,woocommerce-products-filter,80000,0
Nss Wooregistration Form,nss-wooregistration-form,50,0
Affiliate Toolkit Starter,affiliate-toolkit-starter,900,0
Contextual Related Posts,contextual-related-posts,70000,0
WPeMatico RSS Feed Fetcher,wpematico,20000,0
Bizworx Tools,bizworx-tools,2000,0
User Activity Log,user-activity-log,10000,0
Athemes Toolbox,athemes-toolbox,10000,0
WP Fusion Lite,wp-fusion-lite,500,0
Custom Feeds for Facebook,custom-facebook-feed,200000,0
OTW Portfolio Light,otw-portfolio-light,2000,0
Bonzer Custom Fields Creator,bonzer-custom-fields,0,0
Import Listings into WP Job Manager,wp-job-manager-xml-csv-listings-import,3000,0
Contact Form Builder &#8211; a plugin for creating contact and feedback forms,contact-form-builder,40000,0
Automatic NBSP,automatic-nbsp,1000,0
Colorbox Panels,colorbox-panels,2000,0
EDD custom checkout fields,edd-custom-checkout-fields,400,0
Import Listings into the Listify Theme,listify-xml-csv-listings-import,1000,0
Code Snippets,code-snippets,100000,0
Dynamic User Directory,dynamic-user-directory,1000,0
WP Ultimate Exporter,wp-ultimate-exporter,2000,0
WP Review,wp-review,70000,0
Widget CSS Classes,widget-css-classes,100000,0
Portfolios,portfolios,2000,0
Copy Move Posts,copy-move-posts,200,0
Post Status Notifier Lite,post-status-notifier-lite,2000,0
Frontend Post WordPress Plugin &#8211; AccessPress Anonymous Post,accesspress-anonymous-post,8000,0
WooCommerce Bulk Edit Products &#8211; WP Sheet Editor,woo-bulk-edit-products,200,0
WPD Beaver Builder Additions,wpd-bb-additions,3000,0
ACF to REST API,acf-to-rest-api,20000,0
Hotfix,hotfix,10000,0
Import XML and RSS Feeds,import-xml-feed,3000,0
Events Manager,events-manager,100000,0
WP-CFM,wp-cfm,1000,0
Dadevarzan Beaver Builder Modules,dadevarzan-beaver-builder-modules,200,0
WordPress Meta Data and Taxonomies Filter (MDTF),wp-meta-data-filter-and-taxonomy-filter,9000,0
Custom Permalinks,custom-permalinks,100000,0
Smart Grid-Layout Design for Contact Form 7,cf7-grid-layout,9000,0
Remove custom fields metabox,remove-custom-fields-metabox,90,0
Paid Memberships Pro &#8211; Register Helper Add On,pmpro-register-helper,7000,0
PesaPal Pay,pesapal-pay,400,0
Admin Custom Login,admin-custom-login,70000,0
WOOBE &#8211; Products Bulk Editor for WooCommerce,woo-bulk-editor,20000,0
ACF Field For Contact Form 7,acf-field-for-contact-form-7,500,0
JSON API User,json-api-user,5000,0
Shortcodes Anywhere or Everywhere,jonradio-shortcodes-anywhere-or-everywhere,3000,0
The Post Grid,the-post-grid,20000,0
WooCommerce Add to Cart Custom Redirect,woocommerce-add-to-cart-custom-redirect,2000,0
PB MailCrypt &#8211; AntiSpam Email Encryption,pb-mailcrypt-antispam-email-encryption,1000,0
Custom Login,custom-login,60000,0
WP REST API Controller,wp-rest-api-controller,7000,0
"Styles &amp; Layouts for Gravity Forms &#8211; Best Gravity Forms Styler, Designer",styles-and-layouts-for-gravity-forms,20000,0
Testimonial Slider,testimonial-slider,10000,0
IEX Integration,iex-integration,900,0
Flexible Product Add-Ons Free WooCommerce,flexible-product-fields,2000,0
BEA &#8211; Beautiful Flexible,bea-beautiful-flexible,200,0
Brilliant Web-to-Lead for Salesforce,salesforce-wordpress-to-lead,8000,0
Elementor Element Condition,ele-conditions,1000,0
Custom Post Template By Templatic,templatic-singletemplate,1000,0
My Content Management,my-content-management,500,0
Custom Payment Gateways for WooCommerce,custom-payment-gateways-woocommerce,1000,0
Story Chief ACF,storychief-acf,50,0
PDF24 Article To PDF,pdf24-post-to-pdf,1000,0
Minimum Dimensions For Image Field,minimum-dimensions-for-image-field,60,0
WP Register Profile With Shortcode,wp-register-profile-with-shortcode,1000,0
Paytium: Mollie payment forms &amp; donations,paytium,3000,0
Bulk Edit and Create User Profiles &#8211; WP Sheet Editor,bulk-edit-user-profiles-in-spreadsheet,100,0
Import into Easy Property Listings,easy-property-listings-xml-csv-import,1000,0
SuevaFree Essential Kit,suevafree-essential-kit,1000,0
Content Blocks (Custom Post Widget),custom-post-widget,30000,0
Mailchimp for WordPress,mailchimp-for-wp,1000000,0
Realtyna Organic IDX plugin + WPL Real Estate,real-estate-listing-realtyna-wpl,5000,0
WordPress Custom Settings,custom-settings,1000,0
TablePress,tablepress,800000,0
Gravity Forms Infusionsoft Feed,systasis-gf-infusionsoft-feed,100,0
GetResponse for WordPress,getresponse-integration,10000,0
Fonto &#8211; Web Fonts Manager,fonto,800,0
Wherewithal Enhanced Search,wherewithal,40,0
Extended CRM for Users Insights,extended-crm-for-users-insights,300,0
MP3-jPlayer,mp3-jplayer,20000,0
Real Estate Right Now,real-estate-right-now,300,0
NEX-Forms &#8211; Ultimate Form Builder,nex-forms-express-wp-form-builder,8000,0
Newsletter Sign-Up for CleverReach,cleverreach,3000,0
Gravity Forms Constant Contact,gravity-forms-constant-contact,10000,0
Go Fetch Jobs (for WP Job Manager),go-fetch-jobs-wp-job-manager,1000,0
Admin Page Framework,admin-page-framework,300,0
NP Quote Request WooCommerce,woo-rfq-for-woocommerce,2000,0
WooCommerce Product Table Super Fast,woo-product-table,2000,0
oik,oik,6000,0
Contact Form 7 Campaign Monitor Extension,contact-form-7-campaign-monitor-extension,4000,0
Most And Least Read Posts Widget,most-and-least-read-posts-widget,2000,0
"Contact Form, Drag and Drop Form Builder for WordPress &#8211; Everest Forms",everest-forms,100000,0
Erident Custom Login and Dashboard,erident-custom-login-and-dashboard,30000,0
