title,slug,my_score,weighted,active_installs,weighted,relevance,weighted,review_count,weighted,avg_rating
CMB2,cmb2,21.410000000000004,12.21,200000,0,0,4.3,74,4.9,4.9
WP Customer Reviews,wp-customer-reviews,21.41,11.0,60000,0,0,6.11,449,4.3,4.3
Custom Login Page Customizer | LoginPress,loginpress,21.400000000000002,11.16,70000,0,0,5.44,231,4.8,4.8
Booking Calendar,booking,21.4,10.82,50000,0,0,5.88,359,4.7,4.7
Comments &#8211; wpDiscuz,wpdiscuz,21.360000000000003,10.82,50000,0,0,5.74,310,4.8,4.8
Visual Form Builder,visual-form-builder,21.360000000000003,11.41,90000,0,0,5.65,284,4.3,4.3
WP Store Locator,wp-store-locator,21.340000000000003,11.0,60000,0,0,5.44,231,4.9,4.9
Strong Testimonials,strong-testimonials,21.34,11.29,80000,0,0,5.25,191,4.8,4.8
Booster for WooCommerce,woocommerce-jetpack,21.21,10.82,50000,0,0,5.69,296,4.7,4.7
Minimal Coming Soon &amp; Maintenance Mode – Coming Soon Builder,minimal-coming-soon-maintenance-mode,21.21,11.16,70000,0,0,5.25,191,4.8,4.8
Custom Twitter Feeds,custom-twitter-feeds,21.21,11.0,60000,0,0,5.31,203,4.9,4.9
Contact Form by BestWebSoft,contact-form-plugin,21.16,11.51,100000,0,0,5.65,284,4.0,4.0
WP-Members Membership Plugin,wp-members,21.159999999999997,11.29,80000,0,0,5.27,195,4.6,4.6
Variation Swatches for WooCommerce,woo-variation-swatches,21.15,11.0,60000,0,0,5.15,173,5.0,5.0
Contact Form 7 &#8211; Conditional Fields,cf7-conditional-fields,21.03,11.51,100000,0,0,4.62,102,4.9,4.9
Advanced Order Export For WooCommerce,woo-order-export-lite,21.02,11.0,60000,0,0,5.02,151,5.0,5.0
Fast Velocity Minify,fast-velocity-minify,20.98,11.29,80000,0,0,4.89,133,4.8,4.8
Checkout Field Editor (Checkout Manager) for WooCommerce,woo-checkout-field-editor-pro,20.97,11.51,100000,0,0,4.76,117,4.7,4.7
Germanized for WooCommerce,woocommerce-germanized,20.91,10.6,40000,0,0,5.51,247,4.8,4.8
Contextual Related Posts,contextual-related-posts,20.860000000000003,11.16,70000,0,0,4.9,134,4.8,4.8
Export any WordPress data to XML/CSV,wp-all-export,20.84,11.0,60000,0,0,5.34,208,4.5,4.5
WordPress Infinite Scroll &#8211; Ajax Load More,ajax-load-more,20.77,10.82,50000,0,0,5.15,172,4.8,4.8
"Open Graph for Facebook, Google+ and Twitter Card Tags",wonderm00ns-simple-facebook-open-graph-tags,20.76,11.41,90000,0,0,4.65,105,4.7,4.7
Custom Product Tabs for WooCommerce,yikes-inc-easy-custom-woocommerce-product-tabs,20.72,11.29,80000,0,0,4.63,103,4.8,4.8
Media Library Assistant,media-library-assistant,20.62,10.82,50000,0,0,5.0,148,4.8,4.8
Widget CSS Classes,widget-css-classes,20.6,11.51,100000,0,0,4.19,66,4.9,4.9
Contact Form 7 Dynamic Text Extension,contact-form-7-dynamic-text-extension,20.58,11.51,100000,0,0,4.37,79,4.7,4.7
a3 Lazy Load,a3-lazy-load,20.51,11.51,100000,0,0,4.7,110,4.3,4.3
Contact Form 7 MailChimp Extension,contact-form-7-mailchimp-extension,20.44,11.51,100000,0,0,4.73,113,4.2,4.2
WOOF &#8211; Products Filter for WooCommerce,woocommerce-products-filter,20.41,11.29,80000,0,0,4.62,101,4.5,4.5
Image Gallery by Robo – Responsive Photo Gallery,robo-gallery,20.409999999999997,10.6,40000,0,0,5.41,224,4.4,4.4
Tabs,tabs-responsive,20.39,9.9,20000,0,0,5.79,327,4.7,4.7
WP Google Map Plugin,wp-google-map-plugin,20.39,11.51,100000,0,0,4.58,98,4.3,4.3
Live Chat with Facebook Messenger,fb-messenger-live-chat,20.38,10.31,30000,0,0,5.27,194,4.8,4.8
"Woody ad snippets &#8211; insert any code, text, or ads by conditions",insert-php,20.37,11.41,90000,0,0,4.66,106,4.3,4.3
WPeMatico RSS Feed Fetcher,wpematico,20.36,9.9,20000,0,0,5.66,286,4.8,4.8
Custom Field Suite,custom-field-suite,20.35,10.6,40000,0,0,4.85,128,4.9,4.9
Post Duplicator,post-duplicator,20.349999999999998,11.51,100000,0,0,4.14,63,4.7,4.7
Click to Chat for WhatsApp,click-to-chat-for-whatsapp,20.32,11.51,100000,0,0,4.01,55,4.8,4.8
WooCommerce Checkout Manager,woocommerce-checkout-manager,20.31,11.0,60000,0,0,5.41,223,3.9,3.9
Contact Form Builder &#8211; a plugin for creating contact and feedback forms,contact-form-builder,20.31,10.6,40000,0,0,5.21,183,4.5,4.5
YOP Poll,yop-poll,20.28,9.9,20000,0,0,5.98,397,4.4,4.4
Related Posts Thumbnails Plugin for WordPress,related-posts-thumbnails,20.19,10.6,40000,0,0,4.79,120,4.8,4.8
Event Calendar WD &#8211; Responsive Event Calendar plugin,event-calendar-wd,20.18,10.31,30000,0,0,5.27,195,4.6,4.6
Accordion FAQ,responsive-accordion-and-collapse,20.119999999999997,9.9,20000,0,0,5.62,276,4.6,4.6
Ajax Search Lite,ajax-search-lite,20.11,10.6,40000,0,0,4.81,123,4.7,4.7
Erident Custom Login and Dashboard,erident-custom-login-and-dashboard,20.090000000000003,10.31,30000,0,0,4.88,132,4.9,4.9
Ultimate FAQ,ultimate-faqs,20.060000000000002,10.31,30000,0,0,5.25,190,4.5,4.5
Custom Permalinks,custom-permalinks,20.060000000000002,11.51,100000,0,0,4.45,86,4.1,4.1
Contact Form by WD &#8211; responsive drag &amp; drop contact form builder tool,contact-form-maker,20.02,10.6,40000,0,0,5.02,152,4.4,4.4
Import users from CSV with meta,import-users-from-csv-with-meta,19.98,10.31,30000,0,0,4.87,130,4.8,4.8
Product Import Export for WooCommerce,product-import-export-for-woo,19.98,10.6,40000,0,0,4.68,108,4.7,4.7
Ivory Search &#8211; WordPress Search Plugin,add-search-to-menu,19.950000000000003,9.9,20000,0,0,5.15,173,4.9,4.9
Search &amp; Filter,search-filter,19.92,10.31,30000,0,0,4.81,123,4.8,4.8
Connections Business Directory,connections,19.910000000000004,9.21,10000,0,0,5.8,331,4.9,4.9
Bulk Delete,bulk-delete,19.91,10.82,50000,0,0,4.49,89,4.6,4.6
"Contact Form, Drag and Drop Form Builder for WordPress &#8211; Everest Forms",everest-forms,19.91,11.51,100000,0,0,3.5,33,4.9,4.9
Contact Form 7 Redirection,wpcf7-redirect,19.880000000000003,11.51,100000,0,0,3.47,32,4.9,4.9
Page-list,page-list,19.84,10.82,50000,0,0,4.32,75,4.7,4.7
Post Grid,post-grid,19.81,11.0,60000,0,0,4.51,91,4.3,4.3
WPGlobus &#8211; Multilingual Everything!,wpglobus,19.799999999999997,9.9,20000,0,0,5.3,201,4.6,4.6
Gwolle Guestbook,gwolle-gb,19.76,10.6,40000,0,0,4.36,78,4.8,4.8
WP Photo Album Plus,wp-photo-album-plus,19.700000000000003,9.9,20000,0,0,5.2,182,4.6,4.6
Participants Database,participants-database,19.700000000000003,9.21,10000,0,0,5.59,269,4.9,4.9
Product Feed PRO for WooCommerce,woo-product-feed-pro,19.67,9.21,10000,0,0,5.66,287,4.8,4.8
Forms by CaptainForm &#8211; Form Builder for WordPress,captainform,19.64,9.9,20000,0,0,5.14,171,4.6,4.6
Testimonial Rotator,testimonial-rotator,19.58,10.82,50000,0,0,4.36,78,4.4,4.4
Better Notifications for WordPress,bnfw,19.55,9.9,20000,0,0,4.85,128,4.8,4.8
RegistrationMagic &#8211; Custom Registration Forms and User Login,custom-registration-form-builder-with-submission-manager,19.490000000000002,9.21,10000,0,0,5.78,324,4.5,4.5
Advanced Woo Search,advanced-woo-search,19.44,10.31,30000,0,0,4.43,84,4.7,4.7
WordPress Media Library Folders,media-library-plus,19.43,9.1,9000,0,0,5.93,375,4.4,4.4
"WP User Frontend &#8211; Membership, Profile, Registration &amp; Post Submission Plugin for WordPress",wp-user-frontend,19.42,9.9,20000,0,0,5.52,249,4.0,4.0
AWPCP &#8211; Classifieds Plugin,another-wordpress-classifieds-plugin,19.4,9.21,10000,0,0,5.59,267,4.6,4.6
GeoDirectory &#8211; Business Directory Plugin,geodirectory,19.37,9.21,10000,0,0,5.66,286,4.5,4.5
Content Blocks (Custom Post Widget),custom-post-widget,19.37,10.31,30000,0,0,4.16,64,4.9,4.9
Timeline Express,timeline-express,19.34,9.9,20000,0,0,4.94,140,4.5,4.5
Import Export Post as CSV File,wp-ultimate-csv-importer,19.290000000000003,9.21,10000,0,0,5.78,325,4.3,4.3
Restaurant Reservations,restaurant-reservations,19.26,9.9,20000,0,0,4.56,96,4.8,4.8
Custom Login,custom-login,19.25,11.0,60000,0,0,4.55,95,3.7,3.7
"WordPress Social Login (Facebook, Google, Twitter)",miniorange-login-openid,19.240000000000002,10.31,30000,0,0,4.63,103,4.3,4.3
ACF Content Analysis for Yoast SEO,acf-content-analysis-for-yoast-seo,19.23,11.51,100000,0,0,3.22,25,4.5,4.5
WP Telegram (Auto Post and Notifications),wptelegram,19.18,9.1,9000,0,0,5.08,161,5.0,5.0
AnyWhere Elementor,anywhere-elementor,19.18,10.6,40000,0,0,3.78,44,4.8,4.8
Custom Content Shortcode,custom-content-shortcode,19.17,9.21,10000,0,0,4.96,143,5.0,5.0
"User Registration &#8211; Custom Registration Form, Login And User Profile For WordPress",user-registration,19.13,9.9,20000,0,0,4.43,84,4.8,4.8
Import Products from any XML or CSV to WooCommerce,woocommerce-xml-csv-product-import,19.13,10.31,30000,0,0,4.62,102,4.2,4.2
Simple Author Box,simple-author-box,19.11,10.6,40000,0,0,4.11,61,4.4,4.4
Custom Post Types and Custom Fields creator &#8211; WCK,wck-custom-fields-and-custom-post-types-creator,19.1,9.9,20000,0,0,4.5,90,4.7,4.7
"Subscribe2 &#8211; Form, Email Subscribers &amp; Newsletters",subscribe2,19.080000000000002,10.82,50000,0,0,4.66,106,3.6,3.6
Advanced Custom Fields: Table Field,advanced-custom-fields-table-field,19.060000000000002,10.31,30000,0,0,3.85,47,4.9,4.9
Contact Form by Supsystic,contact-form-by-supsystic,19.05,9.9,20000,0,0,4.45,86,4.7,4.7
WC Fields Factory,wc-fields-factory,19.04,9.9,20000,0,0,4.84,127,4.3,4.3
WP Review,wp-review,19.03,11.16,70000,0,0,4.57,97,3.3,3.3
WP User Manager &#8211; User Profile Builder &amp; Membership,wp-user-manager,19.01,8.99,8000,0,0,5.32,205,4.7,4.7
Advanced Custom Fields: Font Awesome Field,advanced-custom-fields-font-awesome,19.0,11.0,60000,0,0,3.0,20,5.0,5.0
Insert Pages,insert-pages,19.0,10.31,30000,0,0,3.89,49,4.8,4.8
"Popups, Optin Forms &amp; Email Newsletters for MailChimp, Aweber etc. &#8211; MailOptin",mailoptin,18.98,9.21,10000,0,0,4.97,144,4.8,4.8
eCommerce Product Catalog Plugin for WordPress,ecommerce-product-catalog,18.95,9.21,10000,0,0,5.04,155,4.7,4.7
Contact Form Email,contact-form-to-email,18.92,10.31,30000,0,0,4.41,82,4.2,4.2
My Custom Functions,my-custom-functions,18.91,10.6,40000,0,0,3.91,50,4.4,4.4
Custom Taxonomy Order,custom-taxonomy-order-ne,18.89,9.9,20000,0,0,4.19,66,4.8,4.8
WordPress File Upload,wp-file-upload,18.880000000000003,9.9,20000,0,0,4.38,80,4.6,4.6
Smart Forms &#8211; when you need more than just a contact form,smart-forms,18.87,9.21,10000,0,0,5.16,174,4.5,4.5
Stream,stream,18.87,10.31,30000,0,0,4.26,71,4.3,4.3
WPAdverts &#8211; Classifieds Plugin,wpadverts,18.810000000000002,9.1,9000,0,0,4.81,123,4.9,4.9
WP Last Modified Info,wp-last-modified-info,18.810000000000002,8.85,7000,0,0,5.06,157,4.9,4.9
Awesome Support &#8211; WordPress HelpDesk &amp; Support Plugin,awesome-support,18.8,9.21,10000,0,0,5.09,162,4.5,4.5
WCFM &#8211; WooCommerce Frontend Manager for WC Vendors Dokan with Bookings &amp; Listings,wc-frontend-manager,18.790000000000003,9.21,10000,0,0,4.78,119,4.8,4.8
Permalink Manager Lite,permalink-manager,18.79,9.9,20000,0,0,4.09,60,4.8,4.8
Product Catalog,ultimate-product-catalogue,18.770000000000003,9.21,10000,0,0,4.96,142,4.6,4.6
Like Button Rating ♥ LikeBtn,likebtn-like-button,18.68,8.99,8000,0,0,5.29,199,4.4,4.4
WP Accessibility,wp-accessibility,18.67,9.9,20000,0,0,3.97,53,4.8,4.8
WooCommerce PPOM,woocommerce-product-addon,18.6,9.21,10000,0,0,4.89,133,4.5,4.5
Posts in Sidebar,posts-in-sidebar,18.55,9.21,10000,0,0,4.34,77,5.0,5.0
Hyyan WooCommerce Polylang Integration,woo-poly-integration,18.5,9.21,10000,0,0,4.49,89,4.8,4.8
SendinBlue Subscribe Form And WP SMTP,mailin,18.49,10.6,40000,0,0,3.69,40,4.2,4.2
Toolbar Extras for Elementor &#8211; WordPress Admin Bar Enhanced,toolbar-extras,18.47,9.21,10000,0,0,4.36,78,4.9,4.9
WCFM Marketplace &#8211; WooCommerce Multivendor Marketplace,wc-multivendor-marketplace,18.46,9.21,10000,0,0,4.25,70,5.0,5.0
Realtyna Organic IDX plugin + WPL Real Estate,real-estate-listing-realtyna-wpl,18.36,8.52,5000,0,0,5.14,170,4.7,4.7
MP3-jPlayer,mp3-jplayer,18.34,9.9,20000,0,0,4.34,77,4.1,4.1
"Styles &amp; Layouts for Gravity Forms &#8211; Best Gravity Forms Styler, Designer",styles-and-layouts-for-gravity-forms,18.28,9.9,20000,0,0,4.08,59,4.3,4.3
Custom Field Template,custom-field-template,18.229999999999997,11.29,80000,0,0,3.04,21,3.9,3.9
ACF: Better Search,acf-better-search,18.22,9.21,10000,0,0,4.11,61,4.9,4.9
Counter Number,counter-number-showcase,18.17,9.21,10000,0,0,4.26,71,4.7,4.7
The Post Grid,the-post-grid,18.16,9.9,20000,0,0,3.76,43,4.5,4.5
Events Made Easy,events-made-easy,18.08,8.99,8000,0,0,4.49,89,4.6,4.6
BP Profile Search,bp-profile-search,18.060000000000002,9.21,10000,0,0,3.85,47,5.0,5.0
WP HTML Mail &#8211; Email Designer,wp-html-mail,18.060000000000002,9.21,10000,0,0,3.85,47,5.0,5.0
Sitemap,sitemap,18.060000000000002,10.82,50000,0,0,2.64,14,4.6,4.6
Easy Appointments,easy-appointments,18.05,9.21,10000,0,0,4.34,77,4.5,4.5
Service Box Showcase,service-box,18.05,8.99,8000,0,0,4.16,64,4.9,4.9
Woocommerce Product Addons,woo-custom-product-addons,17.98,8.85,7000,0,0,4.13,62,5.0,5.0
WP Ultimate Recipe,wp-ultimate-recipe,17.97,9.21,10000,0,0,4.26,71,4.5,4.5
Code Embed,simple-embed-code,17.96,9.9,20000,0,0,3.26,26,4.8,4.8
Head &amp; Footer Code,head-footer-code,17.950000000000003,10.31,30000,0,0,2.64,14,5.0,5.0
ACF qTranslate,acf-qtranslate,17.94,10.31,30000,0,0,2.83,17,4.8,4.8
User Meta &#8211; User Profile Builder and User management plugin,user-meta,17.92,8.01,3000,0,0,5.51,248,4.4,4.4
Team Builder,team-builder,17.919999999999998,8.85,7000,0,0,4.37,79,4.7,4.7
Gravity Forms + Custom Post Types,gravity-forms-custom-post-types,17.91,9.9,20000,0,0,3.61,37,4.4,4.4
Very Simple Event List,very-simple-event-list,17.9,9.21,10000,0,0,3.69,40,5.0,5.0
ACF to REST API,acf-to-rest-api,17.9,9.9,20000,0,0,3.0,20,5.0,5.0
Schema &amp; Structured Data for WP &amp; AMP,schema-and-structured-data-for-wp,17.9,9.21,10000,0,0,4.09,60,4.6,4.6
YourChannel: Everything you want in a YouTube plugin.,yourchannel,17.880000000000003,9.21,10000,0,0,3.97,53,4.7,4.7
Easy Property Listings,easy-property-listings,17.84,8.7,6000,0,0,4.44,85,4.7,4.7
"Forminator Contact Form, Poll &amp; Quiz Builder",forminator,17.83,9.9,20000,0,0,3.43,31,4.5,4.5
Order Export &amp; Order Import for WooCommerce,order-import-export-for-woocommerce,17.79,9.1,9000,0,0,4.29,73,4.4,4.4
Custom Login Page Customizer by Colorlib,colorlib-login-customizer,17.78,10.31,30000,0,0,2.77,16,4.7,4.7
Advanced Custom Fields: Image Crop Add-on,acf-image-crop-add-on,17.770000000000003,9.9,20000,0,0,3.47,32,4.4,4.4
Toolbar Publish Button,toolbar-publish-button,17.75,9.21,10000,0,0,3.74,42,4.8,4.8
Smart Custom Fields,smart-custom-fields,17.73,9.9,20000,0,0,2.83,17,5.0,5.0
WordPress Landing Pages,landing-pages,17.72,9.21,10000,0,0,5.11,166,3.4,3.4
"WP ERP &#8211; Complete WordPress Business Manager with HR, CRM &amp; Accounting Systems for Small Businesses",erp,17.700000000000003,9.21,10000,0,0,3.99,54,4.5,4.5
PDF &amp; Print by BestWebSoft,pdf-print,17.7,9.21,10000,0,0,4.29,73,4.2,4.2
Contact Form 7 &#8211; PayPal &amp; Stripe Add-on,contact-form-7-paypal-add-on,17.69,9.21,10000,0,0,4.08,59,4.4,4.4
Pie Register &#8211; Custom Registration Form and User Login WordPress Plugin,pie-register,17.689999999999998,8.99,8000,0,0,4.8,122,3.9,3.9
Notification &#8211; Custom Notifications and Alerts for WordPress,notification,17.65,8.52,5000,0,0,4.23,69,4.9,4.9
Secondary Title,secondary-title,17.65,8.99,8000,0,0,3.76,43,4.9,4.9
Gallery Custom Links,gallery-custom-links,17.64,9.21,10000,0,0,3.53,34,4.9,4.9
CC Child Pages,cc-child-pages,17.64,9.21,10000,0,0,3.53,34,4.9,4.9
"WordPress User Registration, Front-end Login &amp; User Profile – ProfilePress",ppress,17.64,8.52,5000,0,0,4.62,102,4.5,4.5
weForms &#8211; Easy Drag &amp; Drop Contact Form Builder For WordPress,weforms,17.64,9.21,10000,0,0,3.53,34,4.9,4.9
Salon booking system,salon-booking-system,17.63,8.52,5000,0,0,4.61,100,4.5,4.5
Testimonial Slider,testimonial-slider,17.61,9.21,10000,0,0,4.2,67,4.2,4.2
WOOBE &#8211; Products Bulk Editor for WooCommerce,woo-bulk-editor,17.58,9.9,20000,0,0,3.18,24,4.5,4.5
Stripe Payments for WordPress &#8211; WP Simple Pay,stripe,17.520000000000003,9.21,10000,0,0,3.91,50,4.4,4.4
Genesis Featured Page Advanced,genesis-featured-page-advanced,17.51,9.21,10000,0,0,3.3,27,5.0,5.0
Product Customer List for WooCommerce,wc-product-customer-list,17.47,8.7,6000,0,0,3.87,48,4.9,4.9
Estatik Real Estate Plugin,estatik,17.47,8.01,3000,0,0,4.66,106,4.8,4.8
WordPress Online Booking and Scheduling Plugin – Bookly,bookly-responsive-appointment-booking-tool,17.42,9.9,20000,0,0,4.22,68,3.3,3.3
Easy Registration Forms,easy-registration-forms,17.41,8.7,6000,0,0,4.01,55,4.7,4.7
Material Design for Contact Form 7,material-design-for-contact-form-7,17.400000000000002,9.21,10000,0,0,3.89,49,4.3,4.3
Contact &#8211; Registration &#8211; Post Form Builder &amp; FrontEnd Editor BuddyForms &#8211; Making WordPress Forms A Breeze,buddyforms,17.4,8.01,3000,0,0,4.69,109,4.7,4.7
WP Bulk Delete,wp-bulk-delete,17.39,9.9,20000,0,0,2.89,18,4.6,4.6
"ProfileGrid &#8211; User Profiles, Groups and Communities",profilegrid-user-profiles-groups-and-communities,17.37,8.29,4000,0,0,4.28,72,4.8,4.8
Forms: 3rd-Party Integration,forms-3rdparty-integration,17.37,9.21,10000,0,0,3.26,26,4.9,4.9
Extra Product Options (Product Addons) for WooCommerce,woo-extra-product-options,17.34,9.21,10000,0,0,3.33,28,4.8,4.8
WP Post Popup,wp-post-modal,17.33,8.7,6000,0,0,3.93,51,4.7,4.7
WP Latest Posts,wp-latest-posts,17.32,9.21,10000,0,0,3.91,50,4.2,4.2
Flexible Checkout Fields for WooCommerce,flexible-checkout-fields,17.310000000000002,9.21,10000,0,0,3.5,33,4.6,4.6
Psychological tests &amp; quizzes,wp-testing,17.29,8.01,3000,0,0,4.48,88,4.8,4.8
Advanced Post List,advanced-post-list,17.24,8.52,5000,0,0,4.22,68,4.5,4.5
Status and Order Tracking,order-tracking,17.23,8.7,6000,0,0,3.83,46,4.7,4.7
File Renaming on Upload,file-renaming-on-upload,17.23,9.1,9000,0,0,3.33,28,4.8,4.8
User Activity Log,user-activity-log,17.220000000000002,9.21,10000,0,0,3.71,41,4.3,4.3
Advanced Classifieds &amp; Directory Pro,advanced-classifieds-and-directory-pro,17.18,8.29,4000,0,0,4.19,66,4.7,4.7
PlanSo Forms,planso-forms,17.16,9.21,10000,0,0,3.85,47,4.1,4.1
CyberSEO Lite (CyberSyn),cybersyn,17.14,9.21,10000,0,0,3.83,46,4.1,4.1
NEX-Forms &#8211; Ultimate Form Builder,nex-forms-express-wp-form-builder,17.12,8.99,8000,0,0,4.23,69,3.9,3.9
Product Sales Report for WooCommerce,product-sales-report-for-woocommerce,17.11,8.85,7000,0,0,3.76,43,4.5,4.5
Simple Ajax Chat,simple-ajax-chat,17.06,7.6,2000,0,0,4.66,106,4.8,4.8
Flexible Woocommerce Checkout Field Editor,flexible-woocommerce-checkout-field-editor,17.0,8.29,4000,0,0,4.01,55,4.7,4.7
Brilliant Web-to-Lead for Salesforce,salesforce-wordpress-to-lead,16.950000000000003,8.99,8000,0,0,3.56,35,4.4,4.4
Frontend Post WordPress Plugin &#8211; AccessPress Anonymous Post,accesspress-anonymous-post,16.95,8.99,8000,0,0,3.26,26,4.7,4.7
Age Gate,age-gate,16.93,9.21,10000,0,0,3.22,25,4.5,4.5
WordPress Meta Data and Taxonomies Filter (MDTF),wp-meta-data-filter-and-taxonomy-filter,16.92,9.1,9000,0,0,3.22,25,4.6,4.6
Team,tlp-team,16.88,8.85,7000,0,0,3.53,34,4.5,4.5
Simple Links,simple-links,16.810000000000002,9.21,10000,0,0,3.3,27,4.3,4.3
ACF Theme Code for Advanced Custom Fields,acf-theme-code,16.81,9.1,9000,0,0,2.71,15,5.0,5.0
Hotfix,hotfix,16.8,9.21,10000,0,0,2.89,18,4.7,4.7
Similar Posts &#8211; Best Related Posts Plugin for WordPress,similar-posts,16.79,10.31,30000,0,0,2.48,12,4.0,4.0
