title,slug,my_score,weighted,active_installs,weighted,relevance,weighted,review_count,weighted,avg_rating
Max Mega Menu,megamenu,23.24,12.61,300000,0,0,5.83,339,4.8,4.8
Image Widget,image-widget,23.17,12.61,300000,0,0,5.66,287,4.9,4.9
WooCommerce PDF Invoices &amp; Packing Slips,woocommerce-pdf-invoices-packing-slips,23.11,11.51,100000,0,0,6.6,736,5.0,5.0
Post Types Order,post-types-order,23.1,13.12,500000,0,0,5.48,239,4.5,4.5
"Contact Forms, Surveys &amp; Quiz Forms Plugin by Formidable Forms Builder for WordPress",formidable,22.93,12.21,200000,0,0,6.12,456,4.6,4.6
Social Media Share Buttons | MashShare,mashsharer,22.82,11.16,70000,0,0,6.86,954,4.8,4.8
Velvet Blues Update URLs,velvet-blues-update-urls,22.74,12.61,300000,0,0,5.43,228,4.7,4.7
Caldera Forms &#8211; More Than Contact Forms,caldera-forms,22.61,12.21,200000,0,0,5.9,365,4.5,4.5
Form Maker by 10Web &#8211; Mobile-Friendly Drag &amp; Drop Contact Form Builder,form-maker,22.55,11.51,100000,0,0,6.53,688,4.5,4.5
Ultimate Member &#8211; User Profile &amp; Membership Plugin,ultimate-member,22.46,11.51,100000,0,0,6.65,771,4.3,4.3
Meta Box &#8211; WordPress Custom Fields Framework,meta-box,22.42,12.9,400000,0,0,4.62,102,4.9,4.9
Google Maps Widget &#8211; Best Google Maps Plugin,google-maps-widget,22.41,11.51,100000,0,0,6.19,489,4.7,4.7
Adminimize,adminimize,22.33,12.21,200000,0,0,5.42,226,4.7,4.7
ShortPixel Image Optimizer,shortpixel-image-optimiser,22.32,11.51,100000,0,0,6.11,451,4.7,4.7
"Cerber Security, Antispam &amp; Malware Scan",wp-cerber,22.31,11.51,100000,0,0,5.9,365,4.9,4.9
Child Theme Configurator,child-theme-configurator,22.3,12.21,200000,0,0,5.39,219,4.7,4.7
WP User Avatar,wp-user-avatar,22.23,12.61,300000,0,0,5.21,184,4.4,4.4
Duplicate Page,duplicate-page,22.2,13.71,900000,0,0,4.09,60,4.4,4.4
WP Live Chat Support,wp-live-chat-support,22.17,10.82,50000,0,0,6.65,774,4.7,4.7
Gutenberg,gutenberg,22.15,12.21,200000,0,0,7.94,2813,2.0,2.0
Easy Forms for Mailchimp,yikes-inc-easy-mailchimp-extender,22.1,11.51,100000,0,0,5.89,361,4.7,4.7
Simple History,simple-history,21.94,11.51,100000,0,0,5.53,252,4.9,4.9
"Feed Them Social &#8211; Facebook, Instagram, Twitter, YouTube &amp; Pinterest",feed-them-social,21.9,11.16,70000,0,0,6.05,422,4.7,4.7
Content Views &#8211; Post Grid &amp; List for WordPress,content-views-query-and-display-post-page,21.89,11.51,100000,0,0,5.58,265,4.8,4.8
SEOPress,wp-seopress,21.87,11.0,60000,0,0,5.97,392,4.9,4.9
"WordPress Social Share, Social Login and Social Comments Plugin &#8211; Super Socializer",super-socializer,21.85,11.0,60000,0,0,6.05,424,4.8,4.8
10Web Social Feed for Instagram,wd-instagram-feed,21.77,11.29,80000,0,0,5.68,293,4.8,4.8
User Registration &amp; User Profile &#8211; Profile Builder,profile-builder,21.73,10.82,50000,0,0,6.21,497,4.7,4.7
Enhanced Media Library,enhanced-media-library,21.73,11.51,100000,0,0,5.51,248,4.7,4.7
Admin Custom Login,admin-custom-login,21.72,11.16,70000,0,0,5.86,351,4.7,4.7
WP Security Audit Log,wp-security-audit-log,21.68,11.41,90000,0,0,5.48,239,4.8,4.8
Relevanssi &#8211; A Better Search,relevanssi,21.66,11.51,100000,0,0,5.45,233,4.7,4.7
Give &#8211; Donation Plugin and Fundraising Platform,give,21.64,11.0,60000,0,0,5.84,343,4.8,4.8
List category posts,list-category-posts,21.63,11.51,100000,0,0,5.42,226,4.7,4.7
Pods &#8211; Custom Content Types and Fields,pods,21.62,11.16,70000,0,0,5.57,262,4.9,4.9
Code Snippets,code-snippets,21.58,11.51,100000,0,0,5.26,193,4.8,4.8
Calculated Fields Form,calculated-fields-form,21.54,10.6,40000,0,0,6.15,467,4.8,4.8
Events Manager,events-manager,21.51,11.51,100000,0,0,5.69,297,4.3,4.3
User Submitted Posts,user-submitted-posts,21.5,10.31,30000,0,0,6.39,596,4.8,4.8
NextScripts: Social Networks Auto-Poster,social-networks-auto-poster-facebook-twitter-g,21.45,11.51,100000,0,0,6.24,511,3.7,3.7
Post SMTP Mailer/Email Log,post-smtp,21.43,11.51,100000,0,0,4.91,136,5.0,5.0
Optimize Database after Deleting Revisions,rvg-optimize-database,21.42,11.51,100000,0,0,5.11,165,4.8,4.8
CMB2,cmb2,21.41,12.21,200000,0,0,4.3,74,4.9,4.9
WP Customer Reviews,wp-customer-reviews,21.41,11.0,60000,0,0,6.11,449,4.3,4.3
WP Job Manager,wp-job-manager,21.41,11.51,100000,0,0,5.29,199,4.6,4.6
Custom Login Page Customizer | LoginPress,loginpress,21.4,11.16,70000,0,0,5.44,231,4.8,4.8
Booking Calendar,booking,21.4,10.82,50000,0,0,5.88,359,4.7,4.7
Recent Posts Widget With Thumbnails,recent-posts-widget-with-thumbnails,21.38,11.51,100000,0,0,5.06,158,4.8,4.8
Comments &#8211; wpDiscuz,wpdiscuz,21.36,10.82,50000,0,0,5.74,310,4.8,4.8
Visual Form Builder,visual-form-builder,21.36,11.41,90000,0,0,5.65,284,4.3,4.3
Strong Testimonials,strong-testimonials,21.34,11.29,80000,0,0,5.25,191,4.8,4.8
WP Store Locator,wp-store-locator,21.34,11.0,60000,0,0,5.44,231,4.9,4.9
Paid Memberships Pro,paid-memberships-pro,21.27,11.29,80000,0,0,5.78,323,4.2,4.2
Custom Twitter Feeds,custom-twitter-feeds,21.22,11.0,60000,0,0,5.31,203,4.9,4.9
Booster for WooCommerce,woocommerce-jetpack,21.21,10.82,50000,0,0,5.69,296,4.7,4.7
Minimal Coming Soon &amp; Maintenance Mode – Coming Soon Builder,minimal-coming-soon-maintenance-mode,21.21,11.16,70000,0,0,5.25,191,4.8,4.8
Data Tables Generator by Supsystic,data-tables-generator-by-supsystic,21.21,10.31,30000,0,0,6.0,402,4.9,4.9
WP-Members Membership Plugin,wp-members,21.16,11.29,80000,0,0,5.27,195,4.6,4.6
Variation Swatches for WooCommerce,woo-variation-swatches,21.16,11.0,60000,0,0,5.15,173,5.0,5.0
Contact Form by BestWebSoft,contact-form-plugin,21.16,11.51,100000,0,0,5.65,284,4.0,4.0
Contact Form 7 &#8211; Conditional Fields,cf7-conditional-fields,21.04,11.51,100000,0,0,4.62,102,4.9,4.9
"PixelYourSite &#8211; Facebook Pixel, Google Analytics, Head &amp; Footer (WooCommerce, EDD, Events)",pixelyoursite,21.03,11.51,100000,0,0,5.02,151,4.5,4.5
PowerPress Podcasting plugin by Blubrry,powerpress,21.03,11.0,60000,0,0,5.23,186,4.8,4.8
Advanced Order Export For WooCommerce,woo-order-export-lite,21.02,11.0,60000,0,0,5.02,151,5.0,5.0
Checkout Field Editor (Checkout Manager) for WooCommerce,woo-checkout-field-editor-pro,20.98,11.51,100000,0,0,4.76,117,4.7,4.7
Fast Velocity Minify,fast-velocity-minify,20.98,11.29,80000,0,0,4.89,133,4.8,4.8
Germanized for WooCommerce,woocommerce-germanized,20.91,10.6,40000,0,0,5.51,247,4.8,4.8
Google Maps Easy,google-maps-easy,20.91,10.82,50000,0,0,5.39,220,4.7,4.7
CMP &#8211; Coming Soon &amp; Maintenance Plugin by NiteoThemes,cmp-coming-soon-maintenance,20.86,11.0,60000,0,0,4.96,142,4.9,4.9
Contextual Related Posts,contextual-related-posts,20.85,11.16,70000,0,0,4.9,134,4.8,4.8
Contact Form 7 Honeypot,contact-form-7-honeypot,20.85,12.21,200000,0,0,4.25,70,4.4,4.4
Export any WordPress data to XML/CSV,wp-all-export,20.84,11.0,60000,0,0,5.34,208,4.5,4.5
WordPress Infinite Scroll &#8211; Ajax Load More,ajax-load-more,20.77,10.82,50000,0,0,5.15,172,4.8,4.8
"Open Graph for Facebook, Google+ and Twitter Card Tags",wonderm00ns-simple-facebook-open-graph-tags,20.76,11.41,90000,0,0,4.65,105,4.7,4.7
Custom Product Tabs for WooCommerce,yikes-inc-easy-custom-woocommerce-product-tabs,20.72,11.29,80000,0,0,4.63,103,4.8,4.8
Revive Old Posts &#8211; Auto Post to Social Media,tweet-old-post,20.64,10.82,50000,0,0,5.92,371,3.9,3.9
Media Library Assistant,media-library-assistant,20.62,10.82,50000,0,0,5.0,148,4.8,4.8
Business Directory Plugin &#8211; Directories for WordPress,business-directory-plugin,20.61,9.9,20000,0,0,6.01,408,4.7,4.7
Widget CSS Classes,widget-css-classes,20.6,11.51,100000,0,0,4.19,66,4.9,4.9
Contact Form 7 Dynamic Text Extension,contact-form-7-dynamic-text-extension,20.58,11.51,100000,0,0,4.37,79,4.7,4.7
a3 Lazy Load,a3-lazy-load,20.51,11.51,100000,0,0,4.7,110,4.3,4.3
Contact Form 7 MailChimp Extension,contact-form-7-mailchimp-extension,20.44,11.51,100000,0,0,4.73,113,4.2,4.2
Image Gallery by Robo – Responsive Photo Gallery,robo-gallery,20.41,10.6,40000,0,0,5.41,224,4.4,4.4
WP Google Map Plugin,wp-google-map-plugin,20.4,11.51,100000,0,0,4.58,98,4.3,4.3
WOOF &#8211; Products Filter for WooCommerce,woocommerce-products-filter,20.4,11.29,80000,0,0,4.62,101,4.5,4.5
Tabs,tabs-responsive,20.39,9.9,20000,0,0,5.79,327,4.7,4.7
Live Chat with Facebook Messenger,fb-messenger-live-chat,20.38,10.31,30000,0,0,5.27,194,4.8,4.8
"Woody ad snippets &#8211; insert any code, text, or ads by conditions",insert-php,20.37,11.41,90000,0,0,4.66,106,4.3,4.3
Post Duplicator,post-duplicator,20.36,11.51,100000,0,0,4.14,63,4.7,4.7
WPeMatico RSS Feed Fetcher,wpematico,20.36,9.9,20000,0,0,5.66,286,4.8,4.8
Custom Field Suite,custom-field-suite,20.35,10.6,40000,0,0,4.85,128,4.9,4.9
Click to Chat for WhatsApp,click-to-chat-for-whatsapp,20.32,11.51,100000,0,0,4.01,55,4.8,4.8
WooCommerce Checkout Manager,woocommerce-checkout-manager,20.31,11.0,60000,0,0,5.41,223,3.9,3.9
Contact Form Builder &#8211; a plugin for creating contact and feedback forms,contact-form-builder,20.31,10.6,40000,0,0,5.21,183,4.5,4.5
YOP Poll,yop-poll,20.29,9.9,20000,0,0,5.98,397,4.4,4.4
Related Posts Thumbnails Plugin for WordPress,related-posts-thumbnails,20.18,10.6,40000,0,0,4.79,120,4.8,4.8
Event Calendar WD &#8211; Responsive Event Calendar plugin,event-calendar-wd,20.18,10.31,30000,0,0,5.27,195,4.6,4.6
Accordion FAQ,responsive-accordion-and-collapse,20.12,9.9,20000,0,0,5.62,276,4.6,4.6
Ajax Search Lite,ajax-search-lite,20.11,10.6,40000,0,0,4.81,123,4.7,4.7
Erident Custom Login and Dashboard,erident-custom-login-and-dashboard,20.09,10.31,30000,0,0,4.88,132,4.9,4.9
Custom Permalinks,custom-permalinks,20.07,11.51,100000,0,0,4.45,86,4.1,4.1
Groups,groups,20.07,9.9,20000,0,0,5.37,215,4.8,4.8
Ultimate FAQ,ultimate-faqs,20.06,10.31,30000,0,0,5.25,190,4.5,4.5
WP ULike,wp-ulike,20.04,9.9,20000,0,0,5.24,188,4.9,4.9
Contact Form by WD &#8211; responsive drag &amp; drop contact form builder tool,contact-form-maker,20.02,10.6,40000,0,0,5.02,152,4.4,4.4
XML Sitemap &amp; Google News,xml-sitemap-feed,19.99,11.51,100000,0,0,4.08,59,4.4,4.4
Import users from CSV with meta,import-users-from-csv-with-meta,19.98,10.31,30000,0,0,4.87,130,4.8,4.8
Product Import Export for WooCommerce,product-import-export-for-woo,19.98,10.6,40000,0,0,4.68,108,4.7,4.7
Ivory Search &#8211; WordPress Search Plugin,add-search-to-menu,19.96,9.9,20000,0,0,5.15,173,4.9,4.9
Search &amp; Filter,search-filter,19.92,10.31,30000,0,0,4.81,123,4.8,4.8
Connections Business Directory,connections,19.91,9.21,10000,0,0,5.8,331,4.9,4.9
Bulk Delete,bulk-delete,19.91,10.82,50000,0,0,4.49,89,4.6,4.6
"Contact Form, Drag and Drop Form Builder for WordPress &#8211; Everest Forms",everest-forms,19.91,11.51,100000,0,0,3.5,33,4.9,4.9
Contact Form 7 Redirection,wpcf7-redirect,19.88,11.51,100000,0,0,3.47,32,4.9,4.9
Contact Form7 Widget For Elementor Page Builder,cf7-widget-elementor,19.85,10.82,50000,0,0,4.13,62,4.9,4.9
Page-list,page-list,19.84,10.82,50000,0,0,4.32,75,4.7,4.7
Post Grid,post-grid,19.81,11.0,60000,0,0,4.51,91,4.3,4.3
WPGlobus &#8211; Multilingual Everything!,wpglobus,19.81,9.9,20000,0,0,5.3,201,4.6,4.6
"Print, PDF, Email by PrintFriendly",printfriendly,19.79,10.82,50000,0,0,5.27,195,3.7,3.7
Gwolle Guestbook,gwolle-gb,19.75,10.6,40000,0,0,4.36,78,4.8,4.8
WP Photo Album Plus,wp-photo-album-plus,19.71,9.9,20000,0,0,5.2,182,4.6,4.6
Participants Database,participants-database,19.71,9.21,10000,0,0,5.59,269,4.9,4.9
Product Feed PRO for WooCommerce,woo-product-feed-pro,19.67,9.21,10000,0,0,5.66,287,4.8,4.8
Forms by CaptainForm &#8211; Form Builder for WordPress,captainform,19.65,9.9,20000,0,0,5.14,171,4.6,4.6
Testimonials Widget,testimonials-widget,19.63,10.6,40000,0,0,4.74,114,4.3,4.3
Testimonial Rotator,testimonial-rotator,19.58,10.82,50000,0,0,4.36,78,4.4,4.4
Better Notifications for WordPress,bnfw,19.56,9.9,20000,0,0,4.85,128,4.8,4.8
RegistrationMagic &#8211; Custom Registration Forms and User Login,custom-registration-form-builder-with-submission-manager,19.49,9.21,10000,0,0,5.78,324,4.5,4.5
Advanced Woo Search,advanced-woo-search,19.44,10.31,30000,0,0,4.43,84,4.7,4.7
WordPress Media Library Folders,media-library-plus,19.43,9.1,9000,0,0,5.93,375,4.4,4.4
"WP User Frontend &#8211; Membership, Profile, Registration &amp; Post Submission Plugin for WordPress",wp-user-frontend,19.42,9.9,20000,0,0,5.52,249,4.0,4.0
Top 10  &#8211; Popular posts plugin for WordPress,top-10,19.42,10.31,30000,0,0,4.41,82,4.7,4.7
AWPCP &#8211; Classifieds Plugin,another-wordpress-classifieds-plugin,19.4,9.21,10000,0,0,5.59,267,4.6,4.6
GeoDirectory &#8211; Business Directory Plugin,geodirectory,19.37,9.21,10000,0,0,5.66,286,4.5,4.5
Content Blocks (Custom Post Widget),custom-post-widget,19.37,10.31,30000,0,0,4.16,64,4.9,4.9
Timeline Express,timeline-express,19.35,9.9,20000,0,0,4.94,140,4.5,4.5
Import Export Post as CSV File,wp-ultimate-csv-importer,19.29,9.21,10000,0,0,5.78,325,4.3,4.3
Restaurant Reservations,restaurant-reservations,19.27,9.9,20000,0,0,4.56,96,4.8,4.8
Custom Login,custom-login,19.26,11.0,60000,0,0,4.55,95,3.7,3.7
"WordPress Social Login (Facebook, Google, Twitter)",miniorange-login-openid,19.24,10.31,30000,0,0,4.63,103,4.3,4.3
ACF Content Analysis for Yoast SEO,acf-content-analysis-for-yoast-seo,19.23,11.51,100000,0,0,3.22,25,4.5,4.5
WP Telegram (Auto Post and Notifications),wptelegram,19.19,9.1,9000,0,0,5.08,161,5.0,5.0
AnyWhere Elementor,anywhere-elementor,19.18,10.6,40000,0,0,3.78,44,4.8,4.8
Custom Content Shortcode,custom-content-shortcode,19.17,9.21,10000,0,0,4.96,143,5.0,5.0
"User Registration &#8211; Custom Registration Form, Login And User Profile For WordPress",user-registration,19.13,9.9,20000,0,0,4.43,84,4.8,4.8
Import Products from any XML or CSV to WooCommerce,woocommerce-xml-csv-product-import,19.13,10.31,30000,0,0,4.62,102,4.2,4.2
Simple Author Box,simple-author-box,19.11,10.6,40000,0,0,4.11,61,4.4,4.4
Absolutely Glamorous Custom Admin,ag-custom-admin,19.11,10.6,40000,0,0,4.11,61,4.4,4.4
Custom Post Types and Custom Fields creator &#8211; WCK,wck-custom-fields-and-custom-post-types-creator,19.1,9.9,20000,0,0,4.5,90,4.7,4.7
Simple Job Board,simple-job-board,19.1,9.9,20000,0,0,4.5,90,4.7,4.7
FV Flowplayer Video Player,fv-wordpress-flowplayer,19.09,10.6,40000,0,0,4.09,60,4.4,4.4
"Subscribe2 &#8211; Form, Email Subscribers &amp; Newsletters",subscribe2,19.08,10.82,50000,0,0,4.66,106,3.6,3.6
Advanced Custom Fields: Table Field,advanced-custom-fields-table-field,19.06,10.31,30000,0,0,3.85,47,4.9,4.9
Contact Form by Supsystic,contact-form-by-supsystic,19.06,9.9,20000,0,0,4.45,86,4.7,4.7
Contact Form 7 Style,contact-form-7-style,19.06,10.82,50000,0,0,3.74,42,4.5,4.5
WC Fields Factory,wc-fields-factory,19.05,9.9,20000,0,0,4.84,127,4.3,4.3
WP Review,wp-review,19.03,11.16,70000,0,0,4.57,97,3.3,3.3
WP User Manager &#8211; User Profile Builder &amp; Membership,wp-user-manager,19.01,8.99,8000,0,0,5.32,205,4.7,4.7
Advanced Custom Fields: Font Awesome Field,advanced-custom-fields-font-awesome,19.0,11.0,60000,0,0,3.0,20,5.0,5.0
Insert Pages,insert-pages,19.0,10.31,30000,0,0,3.89,49,4.8,4.8
"Popups, Optin Forms &amp; Email Newsletters for MailChimp, Aweber etc. &#8211; MailOptin",mailoptin,18.98,9.21,10000,0,0,4.97,144,4.8,4.8
eCommerce Product Catalog Plugin for WordPress,ecommerce-product-catalog,18.95,9.21,10000,0,0,5.04,155,4.7,4.7
Contact Forms Plugin &#8211; Contact Bank,contact-bank,18.95,9.21,10000,0,0,5.34,208,4.4,4.4
Contact Form Email,contact-form-to-email,18.92,10.31,30000,0,0,4.41,82,4.2,4.2
My Custom Functions,my-custom-functions,18.91,10.6,40000,0,0,3.91,50,4.4,4.4
WordPress File Upload,wp-file-upload,18.89,9.9,20000,0,0,4.38,80,4.6,4.6
Custom Taxonomy Order,custom-taxonomy-order-ne,18.89,9.9,20000,0,0,4.19,66,4.8,4.8
WOOCS &#8211; Currency Switcher for WooCommerce. Multi Currency and Multi Pay for WooCommerce,woocommerce-currency-switcher,18.89,10.6,40000,0,0,4.29,73,4.0,4.0
Smart Forms &#8211; when you need more than just a contact form,smart-forms,18.87,9.21,10000,0,0,5.16,174,4.5,4.5
Stream,stream,18.87,10.31,30000,0,0,4.26,71,4.3,4.3
10Web Google Maps &#8211; Google Maps builder Plugin,wd-google-maps,18.87,9.9,20000,0,0,4.47,87,4.5,4.5
WPAdverts &#8211; Classifieds Plugin,wpadverts,18.82,9.1,9000,0,0,4.81,123,4.9,4.9
Site Reviews,site-reviews,18.82,9.21,10000,0,0,4.71,111,4.9,4.9
WP Last Modified Info,wp-last-modified-info,18.81,8.85,7000,0,0,5.06,157,4.9,4.9
Permalink Manager Lite,permalink-manager,18.8,9.9,20000,0,0,4.09,60,4.8,4.8
Awesome Support &#8211; WordPress HelpDesk &amp; Support Plugin,awesome-support,18.8,9.21,10000,0,0,5.09,162,4.5,4.5
Ultimate Posts Widget,ultimate-posts-widget,18.8,10.31,30000,0,0,3.99,54,4.5,4.5
WCFM &#8211; WooCommerce Frontend Manager for WC Vendors Dokan with Bookings &amp; Listings,wc-frontend-manager,18.79,9.21,10000,0,0,4.78,119,4.8,4.8
"WooCommerce Smart Manager &#8211; Manage and Bulk Edit Products, Orders, Post types &amp; more&#8230;",smart-manager-for-wp-e-commerce,18.79,9.21,10000,0,0,5.18,177,4.4,4.4
Starbox &#8211; the Author Box for Humans,starbox,18.78,9.21,10000,0,0,5.17,176,4.4,4.4
Product Catalog,ultimate-product-catalogue,18.77,9.21,10000,0,0,4.96,142,4.6,4.6
Store Locator Plus® for WordPress,store-locator-le,18.74,9.21,10000,0,0,5.23,187,4.3,4.3
Responsive Pricing Table,dk-pricr-responsive-pricing-table,18.71,9.9,20000,0,0,4.2,67,4.6,4.6
Like Button Rating ♥ LikeBtn,likebtn-like-button,18.68,8.99,8000,0,0,5.29,199,4.4,4.4
WP Accessibility,wp-accessibility,18.67,9.9,20000,0,0,3.97,53,4.8,4.8
Advanced Contact form 7 DB,advanced-cf7-db,18.66,10.82,50000,0,0,2.94,19,4.9,4.9
WooCommerce PPOM,woocommerce-product-addon,18.6,9.21,10000,0,0,4.89,133,4.5,4.5
Attachments,attachments,18.6,9.9,20000,0,0,3.89,49,4.8,4.8
Custom Login | Login page Styler,login-page-styler,18.57,9.1,9000,0,0,5.06,158,4.4,4.4
Posts in Sidebar,posts-in-sidebar,18.55,9.21,10000,0,0,4.34,77,5.0,5.0
Hyyan WooCommerce Polylang Integration,woo-poly-integration,18.5,9.21,10000,0,0,4.49,89,4.8,4.8
SendinBlue Subscribe Form And WP SMTP,mailin,18.49,10.6,40000,0,0,3.69,40,4.2,4.2
Toolbar Extras for Elementor &#8211; WordPress Admin Bar Enhanced,toolbar-extras,18.47,9.21,10000,0,0,4.36,78,4.9,4.9
Tickera &#8211; WordPress Event Ticketing,tickera-event-ticketing-system,18.47,9.1,9000,0,0,4.66,106,4.7,4.7
WCFM Marketplace &#8211; WooCommerce Multivendor Marketplace,wc-multivendor-marketplace,18.46,9.21,10000,0,0,4.25,70,5.0,5.0
Coming soon and Maintenance mode,coming-soon-page,18.46,9.9,20000,0,0,4.36,78,4.2,4.2
Realtyna Organic IDX plugin + WPL Real Estate,real-estate-listing-realtyna-wpl,18.35,8.52,5000,0,0,5.14,170,4.7,4.7
MP3-jPlayer,mp3-jplayer,18.35,9.9,20000,0,0,4.34,77,4.1,4.1
"Styles &amp; Layouts for Gravity Forms &#8211; Best Gravity Forms Styler, Designer",styles-and-layouts-for-gravity-forms,18.28,9.9,20000,0,0,4.08,59,4.3,4.3
Contact Form to Manage and respond to conversations with customers — HappyForms,happyforms,18.26,9.9,20000,0,0,4.16,64,4.2,4.2
PIKLIST | Rapid development framework,piklist,18.24,8.99,8000,0,0,4.45,86,4.8,4.8
GS Logo Slider,gs-logo-slider,18.24,9.21,10000,0,0,4.33,76,4.7,4.7
Custom Field Template,custom-field-template,18.23,11.29,80000,0,0,3.04,21,3.9,3.9
ACF: Better Search,acf-better-search,18.22,9.21,10000,0,0,4.11,61,4.9,4.9
Visual Portfolio,visual-portfolio,18.2,9.9,20000,0,0,3.5,33,4.8,4.8
Counter Number,counter-number-showcase,18.17,9.21,10000,0,0,4.26,71,4.7,4.7
The Post Grid,the-post-grid,18.16,9.9,20000,0,0,3.76,43,4.5,4.5
Image Hover Effects Ultimate &#8211; Captions Hover with Visual Composer Extension,image-hover-effects-ultimate,18.14,9.21,10000,0,0,4.23,69,4.7,4.7
Smooth Slider,smooth-slider,18.13,9.21,10000,0,0,4.62,101,4.3,4.3
Events Made Easy,events-made-easy,18.08,8.99,8000,0,0,4.49,89,4.6,4.6
BP Profile Search,bp-profile-search,18.06,9.21,10000,0,0,3.85,47,5.0,5.0
WP HTML Mail &#8211; Email Designer,wp-html-mail,18.06,9.21,10000,0,0,3.85,47,5.0,5.0
Sitemap,sitemap,18.06,10.82,50000,0,0,2.64,14,4.6,4.6
Subtitles,subtitles,18.06,9.21,10000,0,0,3.95,52,4.9,4.9
Easy Appointments,easy-appointments,18.05,9.21,10000,0,0,4.34,77,4.5,4.5
Service Box Showcase,service-box,18.05,8.99,8000,0,0,4.16,64,4.9,4.9
Custom Login Page Customizer &#8211; Login Designer,login-designer,18.03,9.1,9000,0,0,4.03,56,4.9,4.9
Woocommerce Product Addons,woo-custom-product-addons,17.98,8.85,7000,0,0,4.13,62,5.0,5.0
WP Ultimate Recipe,wp-ultimate-recipe,17.97,9.21,10000,0,0,4.26,71,4.5,4.5
Code Embed,simple-embed-code,17.96,9.9,20000,0,0,3.26,26,4.8,4.8
Head &amp; Footer Code,head-footer-code,17.95,10.31,30000,0,0,2.64,14,5.0,5.0
ACF qTranslate,acf-qtranslate,17.94,10.31,30000,0,0,2.83,17,4.8,4.8
Modern Events Calendar Lite,modern-events-calendar-lite,17.94,9.21,10000,0,0,4.33,76,4.4,4.4
